Name,Street,District,Region,Status,Working hour,Price range,Rate Average,Review count,Rate Quality,Rate Price,Rate Location,Rate Service,Rate Space,Category
Cơm Nị Amin - Tôn Đản,"266/94/37 Tôn Đản, P. 8",Quận 4,TP. HCM,,11:00 - 19:00,30.000đ - 42.000đ,8.2,1,10.0,10.0,10.0,9.0,2.0,Cơm hộp
Cơm Tấm Đêm 420,"K50 Hoàng Diệu, P. 6",Quận 4,TP. HCM,,00:01 - 04:00 | 16:00 - 23:59,30.000đ - 50.000đ,8.4,14,8.6,8.6,8.5,8.2,8.2,Cơm hộp
Cơm Cháy Kho Quẹt - Đường 50,"10 Đường 50 Bến Vân Đồn, P. 5",Quận 4,TP. HCM,,00:05 - 01:00 | 11:00 - 23:55,30.000đ - 100.000đ,6.9,8,7.6,6.9,6.9,6.8,6.5,Cơm hộp
Quán Cơm Nhà - Đoàn Như Hài,"15/44 Đoàn Như Hài, P. 12",Quận 4,TP. HCM,,,5.000đ - 30.000đ,5.0,8,5.3,5.1,5.0,4.9,4.5,Cơm hộp
Bà Cô Lốc Cốc - Nhà Hàng Ốc Độc Lạ,"222 Khánh Hội, P. 6",Quận 4,TP. HCM,,11:30 - 23:30,30.000đ - 100.000đ,6.9,149,7.5,7.1,7.0,6.9,6.1,Cơm hộp
Con Gà Trống - Lẩu Gà Lá É Phú Yên,"18 Vĩnh Khánh, P. 10",Quận 4,TP. HCM,,10:00 - 23:00,70.000đ - 300.000đ,9.0,2,10.0,9.0,9.0,8.5,8.5,Cơm hộp
Cô Nhiễu - Cơm Tấm & Bún Thịt Nướng,"84/11/33 Tôn Thất Thuyết, P. 16",Quận 4,TP. HCM,,,5.000đ - 40.000đ,8.4,1,10.0,10.0,10.0,7.0,5.0,Cơm hộp
Cơm Gà Hải Nam Singapore EAT LAH - Nguyễn Trường Tộ,"67 Nguyễn Trường Tộ, P. 13",Quận 4,TP. HCM,,10:00 - 23:00,30.000đ - 100.000đ,5.0,1,5.0,5.0,5.0,5.0,5.0,Cơm hộp
"Hibachi - Cơm Nhật, Thịt Xông Khói Hawaii - Shop Online","655/2 Đoàn Văn Bơ, P. 18",Quận 4,TP. HCM,,11:30 - 14:30 | 17:30 - 21:00,20.000đ - 99.000đ,9.0,1,10.0,10.0,10.0,8.0,7.0,Cơm hộp
Cơm Chay Minh Lộc,"31B Tôn Thất Thuyết, P. 18",Quận 4,TP. HCM,Đang mở cửa,06:00 - 20:00,15.000đ - 25.000đ,7.0,6,7.7,7.2,7.2,6.7,6.3,Cơm hộp
Gà Nướng Ò Ó O - Gà Nướng Nhiều Vị - Hoàng Diệu,"K54 Hoàng Diệu, P. 6",Quận 4,TP. HCM,,10:00 - 21:00,12.000đ - 179.000đ,3.4,1,5.0,5.0,3.0,2.0,2.0,Cơm hộp
Cơm Gà Cô Sáu - Đường 38,"E5 Đường Số 38 Khu Tái Thiết Khánh Hội, P. 6 (Đối diện hô bơi Vân Đồn nằm trên đường Tân Vĩnh)",Quận 4,TP. HCM,Đang mở cửa,07:00 - 16:00,30.000đ - 40.000đ,9.6,2,10.0,10.0,10.0,9.0,9.0,Cơm hộp
Xôi Tôn Đản,"232 Tôn Đản, P. 15",Quận 4,TP. HCM,,19:00 - 23:00,5.000đ - 11.000đ,7.2,31,8.7,8.5,6.7,6.4,5.7,Cơm hộp
Quán 2 Cô - Cơm Trưa & Ăn Vặt Văn Phòng,"740 Đoàn Văn Bơ, P. 16",Quận 4,TP. HCM,Đang mở cửa,09:00 - 17:00,10.000đ - 40.000đ,8.7,6,9.5,9.5,9.2,7.8,7.3,Cơm hộp
Bò Né Chung Cư H2,"51 Vĩnh Khánh, P. 9",Quận 4,TP. HCM,,10:00 - 23:00,10.000đ - 40.000đ,9.2,4,10.0,10.0,9.5,9.0,7.5,Cơm hộp
OLiu Đỏ - Món Âu Món Việt - Hoàng Diệu,"116A Hoàng Diệu, P. 12",Quận 4,TP. HCM,,10:00 - 14:00 | 16:00 - 22:00,20.000đ - 95.000đ,6.5,2,7.5,7.5,6.0,6.0,5.5,Cơm hộp
Xôi Gà Chị 3,"96 Tôn Đản, P. 10",Quận 4,TP. HCM,,15:00 - 23:00,25.000đ - 70.000đ,6.8,7,8.7,7.4,6.6,5.9,5.6,Cơm hộp
Cơm Xá Xíu Thượng Hạng 88 - Lê Quốc Hưng,"61 Lê Quốc Hưng, P. 2",Quận 4,TP. HCM,,,30.000đ - 50.000đ,1.0,1,1.0,1.0,1.0,1.0,1.0,Cơm hộp
Cơm Gà Hai Ghiền - Tôn Đản,"266/53E Tôn Đản, P. 4",Quận 4,TP. HCM,,15:00 - 23:00,25.000đ - 40.000đ,7.4,1,10.0,10.0,7.0,5.0,5.0,Cơm hộp
An An Quán - Chuyên Lẩu Nướng,"490 Vĩnh Khánh, P. 10",Quận 4,TP. HCM,,00:01 - 03:00 | 16:30 - 23:59,30.000đ - 150.000đ,6.6,14,7.1,6.9,6.5,6.5,6.1,Cơm hộp
Quán Thành Đạt - Cháo Và Cơm Ếch,"549 Vĩnh Khánh, P. 10",Quận 4,TP. HCM,,00:01 - 02:00 | 17:30 - 23:59,35.000đ - 90.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Cơm hộp
Xôi Hà Dung,"494 Đoàn Văn Bơ, P. 14",Quận 4,TP. HCM,,13:30 - 18:00,7.000đ - 50.000đ,5.5,10,5.7,5.7,5.5,5.4,5.1,Cơm hộp
SG Cơm Gà Hải Nam - Nguyễn Trường Tộ,"67 Nguyễn Trường Tộ, P. 12",Quận 4,TP. HCM,,10:00 - 17:00,50.000đ - 200.000đ,4.8,1,8.0,5.0,5.0,4.0,2.0,Cơm hộp
Cơm Tấm Đêm Cacao - Khánh Hội,"288 Khánh Hội, P. 5",Quận 4,TP. HCM,,17:00 - 23:59,10.000đ - 30.000đ,6.2,3,6.7,6.7,6.7,5.7,5.3,Cơm hộp
Cơm Tấm & Cơm Trưa Văn Phòng,"20/9 Đoàn Văn Bơ, P. 9",Quận 4,TP. HCM,Đang mở cửa,06:00 - 13:00,30.000đ - 40.000đ,8.0,1,8.0,8.0,8.0,8.0,8.0,Cơm hộp
Phúc - Cơm Cháy Nhà Làm - Shop Online,"874/44/21 Đoàn Văn Bơ, P. 16",Quận 4,TP. HCM,Đang mở cửa,09:00 - 17:00,85.000đ - 400.000đ,7.5,2,10.0,9.0,7.0,6.0,5.5,Cơm hộp
Xôi Chè Tôn Đản,"110 Tôn Đản, P. 12",Quận 4,TP. HCM,,14:00 - 17:00,6.000đ - 10.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Cơm hộp
Sâu Cấy - Hủ Tiếu Xào,167 Xóm Chiếu,Quận 4,TP. HCM,,15:00 - 23:00,30.000đ - 50.000đ,6.1,4,6.5,6.3,6.0,6.0,5.5,Cơm hộp
Cơm Gà & Xôi Gà,"33 Tôn Đản, P. 14",Quận 4,TP. HCM,,00:05 - 02:00 | 16:30 - 23:59,25.000đ - 70.000đ,8.8,1,10.0,9.0,9.0,9.0,7.0,Cơm hộp
Cơm Tấm 3 Thịnh - Bến Vân Đồn,"139Bis Bến Vân Đồn, P. 6",Quận 4,TP. HCM,,00:01 - 01:00 | 16:00 - 23:59,20.000đ - 40.000đ,10.0,1,10.0,10.0,10.0,10.0,10.0,Cơm hộp
Pan Mì Gia - Mì Malaysia - Nguyễn Tất Thành,"504 Nguyễn Tất Thành, P. 18",Quận 4,TP. HCM,Đang mở cửa,09:30 - 21:30,50.000đ - 200.000đ,7.6,5,8.6,7.6,7.4,7.2,7.0,Cơm hộp
Quán Ăn A Hiền - Vĩnh Khánh,"18 Vĩnh Khánh, P. 10",Quận 4,TP. HCM,,15:00 - 22:00,25.000đ - 35.000đ,6.4,9,7.2,6.9,6.2,6.1,5.7,Cơm hộp
Combinhdanvn - Khánh Hội,216 Khánh Hội,Quận 4,TP. HCM,Đang mở cửa,10:00 - 19:00,35.000đ - 45.000đ,9.8,1,10.0,10.0,10.0,10.0,9.0,Cơm hộp
Cơm Tấm One,"122 Nguyễn Khoái, P. 2",Quận 4,TP. HCM,,04:30 - 09:00 | 16:00 - 21:00,20.000đ - 30.000đ,8.6,1,10.0,10.0,8.0,8.0,7.0,Cơm hộp
Xôi Gà 341,"341 Tôn Đản, P. 15",Quận 4,TP. HCM,Đang mở cửa,06:00 - 22:00,15.000đ - 50.000đ,10.0,2,10.0,10.0,10.0,10.0,10.0,Cơm hộp
Bánh Mì Đông Phong,"30 Chung Cư Tân Vĩnh, Đường Số 45, P. 6",Quận 4,TP. HCM,,,10.000đ - 30.000đ,2.5,2,3.5,3.0,2.5,2.5,1.0,Cơm hộp
Cơm Tấm Nhé!,"128/47 Đoàn Văn Bơ, P.9",Quận 4,TP. HCM,,,20.000đ - 35.000đ,8.2,9,9.1,8.9,8.2,7.6,7.2,Cơm hộp
Tiệm Ăn Ducky,"12 Đường 41, P. 6",Quận 4,TP. HCM,Đang mở cửa,10:00 - 14:30 | 16:30 - 21:00,25.000đ - 240.000đ,8.7,68,9.0,8.9,8.8,8.5,8.3,Cơm hộp
Quán Nướng Chị Hai,"1/1Bis Hoàng Diệu, P. 13",Quận 4,TP. HCM,,00:01 - 03:00 | 16:30 - 23:59,25.000đ - 200.000đ,8.8,4,9.5,9.5,8.8,8.0,8.0,Cơm hộp
Cẩm Tú - Cơm Bình Dân,"10 Lô O Cư Xá Vĩnh Hội, P. 9",Quận 4,TP. HCM,,10:30 - 13:30,10.000đ - 40.000đ,6.3,3,6.7,6.7,6.7,6.7,5.0,Cơm hộp
Quán Chay Diệu Ý,"56A Tôn Thất Thuyết, P. 3",Quận 4,TP. HCM,Đang mở cửa,07:00 - 19:00,15.000đ - 25.000đ,8.8,2,10.0,9.5,9.0,8.0,7.5,Cơm hộp
Seoul Ramen 2021,"K44 Hoàng Diệu, P. 6",Quận 4,TP. HCM,Đang mở cửa,10:00 - 22:00,30.000đ - 140.000đ,8.2,2,8.5,8.5,8.0,8.0,8.0,Cơm hộp
Bếp Chú Nẩu - Cơm Văn Phòng,"128/27 Đoàn Văn Bơ, P. 9",Quận 4,TP. HCM,Đang mở cửa,07:00 - 15:00,25.000đ - 40.000đ,8.7,4,10.0,9.5,8.8,8.8,6.5,Cơm hộp
Cô Nga - Cơm Tấm Bình Dân,"143 Đoàn Văn Bơ, P. 12",Quận 4,TP. HCM,,00:05 - 02:00 | 15:00 - 23:59,20.000đ - 30.000đ,5.9,2,7.0,6.0,5.5,5.5,5.5,Cơm hộp
Xôi Ghiền - Đoàn Văn Bơ,"834 Đoàn Văn Bơ, P. 18",Quận 4,TP. HCM,,06:00 - 09:00 | 14:00 - 22:00,,8.8,1,10.0,10.0,10.0,8.0,6.0,Cơm hộp
Xôi 3 Fi,"81 Lê Quốc Hưng, P. 12",Quận 4,TP. HCM,,15:00 - 22:00,25.000đ - 40.000đ,9.5,2,10.0,10.0,10.0,9.5,8.0,Cơm hộp
Cơm Gà & Hủ Tiếu Mì Xào Giòn - Tôn Đản,"266/34A Tôn Đản, P. 8",Quận 4,TP. HCM,,15:30 - 22:30,27.000đ - 40.000đ,8.2,1,10.0,8.0,8.0,8.0,7.0,Cơm hộp
Chú 13 - Mì Ý & Cơm Gà - Cư Xá Vĩnh Hội,"Lô U2 Cư Xá Vĩnh Hội, P. 8",Quận 4,TP. HCM,Đang mở cửa,09:00 - 19:00,7.000đ - 55.000đ,8.6,14,9.4,9.3,9.2,8.1,6.9,Cơm hộp
Quán Bé Ốc - Hải Sản Tươi Sống,"58/53 Vĩnh Khánh, P. 9",Quận 4,TP. HCM,,15:00 - 22:30,60.000đ - 100.000đ,6.0,22,6.4,6.4,5.9,5.6,5.5,Cơm hộp
"Fresh Corner - Thức Uống Tươi, Món Luôn Mới",14 -  16 Tôn Đản,Quận 4,TP. HCM,Đang mở cửa,07:00 - 22:30,12.000đ - 210.000đ,7.9,7,8.0,8.0,8.0,8.0,7.6,Cơm hộp
Monkey Banana - Cơm Gà - Chung Cư Tôn Thất Thuyết,"016 Lô A, Chung Cư Tôn Thất Thuyết, Vĩnh Hội",Quận 4,TP. HCM,Đang mở cửa,10:00 - 22:00,25.000đ - 50.000đ,7.5,7,7.9,7.6,7.4,7.4,7.4,Cơm hộp
Phở Gà Ta Hà Nội,"553 Vĩnh Khánh, P. 10",Quận 4,TP. HCM,Đang mở cửa,06:30 - 14:30,10.000đ - 40.000đ,6.6,4,6.8,6.8,6.8,6.5,6.0,Cơm hộp
Quán Cô Mít - Cơm Văn Phòng & Mì,"A28 Đường 46, P. 5",Quận 4,TP. HCM,,10:30 - 21:00,10.000đ - 149.000đ,6.8,1,9.0,8.0,7.0,5.0,5.0,Cơm hộp
Quán Nhà Nâu - Cơm & Lẩu,"005 Chung Cư Nhà Cháy, Đoàn Văn Bơ, P. 12",Quận 4,TP. HCM,,,30.000đ - 80.000đ,7.5,2,9.0,9.0,7.5,7.0,5.0,Cơm hộp
Đụt Quán - Cơm Văn Phòng - Nguyễn Hữu Hào,"N4 Cư Xá Vĩnh Hội, Nguyễn Hữu Hào, P. 6",Quận 4,TP. HCM,Đang mở cửa,10:00 - 21:30,20.000đ - 60.000đ,6.3,11,6.9,6.8,6.6,5.8,5.5,Cơm hộp
Bảo Nhi - Cơm Chiên Dương Châu & Cơm Chiên Cá Mặn,305 Tôn Đản,Quận 4,TP. HCM,,15:00 - 22:30,25.000đ - 45.000đ,7.6,1,9.0,8.0,8.0,7.0,6.0,Cơm hộp
Quán Ba Chấm - Hủ Tiếu Hồ - Bến Vân Đồn,75 Lê Quốc Hưng,Quận 4,TP. HCM,Đang mở cửa,07:00 - 22:00,20.000đ - 30.000đ,7.3,158,7.6,7.6,7.3,7.1,7.0,Cơm hộp
Cơm Gà Xối Mỡ Anh Mập,"460 Lô P Đường 20 Thước, P. 9",Quận 4,TP. HCM,,12:00 - 21:30,20.000đ - 50.000đ,7.4,13,7.9,7.7,7.6,7.1,6.9,Cơm hộp
Cơm Gà Hải Nam - Nguyễn Tri Phương,"379 Nguyễn Tri Phương, P. 5",Quận 10,TP. HCM,Đang mở cửa,10:00 - 23:00,50.000đ - 110.000đ,6.4,217,6.9,6.7,6.2,6.1,6.1,Cơm hộp
Hanuri - Quán Ăn Hàn Quốc - Sư Vạn Hạnh,"736 Sư Vạn Hạnh, P. 12",Quận 10,TP. HCM,Đang mở cửa,09:30 - 20:30,50.000đ - 110.000đ,7.0,"1,459",7.5,7.3,7.2,6.8,6.4,Cơm hộp
Quán Chay Thôi Kệ - Lê Hồng Phong,"727 Lê Hồng Phong, P. 12",Quận 10,TP. HCM,Đang mở cửa,09:00 - 22:00,10.000đ - 22.000đ,7.5,79,7.8,7.7,7.7,7.2,6.9,Cơm hộp
Ni Mập - Cơm Tấm & Cơm Văn Phòng,"102 Hoà Hưng, P. 13",Quận 10,TP. HCM,Đang mở cửa,08:00 - 20:30,15.000đ - 32.000đ,6.6,21,6.8,6.7,6.6,6.5,6.3,Cơm hộp
2 Chị Em - Cơm Gà Nha Trang - Trường Sơn,"CC19 Trường Sơn, P. 15",Quận 10,TP. HCM,Đang mở cửa,10:00 - 21:00,25.000đ - 37.000đ,6.7,26,7.0,6.9,6.8,6.5,6.5,Cơm hộp
Salad Poki Katuri,"456 Bà Hạt, P. 8",Quận 10,TP. HCM,Đang mở cửa,09:00 - 19:00,25.000đ - 80.000đ,8.2,81,8.7,8.7,8.4,8.0,7.2,Cơm hộp
Chị 3 - Bún Nước - Tô Hiến Thành,"495/2 Tô Hiến Thành, P. 14",Quận 10,TP. HCM,Đang mở cửa,09:00 - 21:30,30.000đ - 45.000đ,6.8,346,7.0,7.0,6.8,6.7,6.4,Cơm hộp
Con Gà Nướng - Thành Thái,"152/7 Thành Thái, P. 12",Quận 10,TP. HCM,Đang mở cửa,09:00 - 22:00,25.000đ - 150.000đ,6.7,368,7.1,6.8,6.7,6.6,6.6,Cơm hộp
Busan Korean Food - Món Hàn Quốc - Đồng Nai,"4 Đồng Nai, P. 15",Quận 10,TP. HCM,Đang mở cửa,09:30 - 22:00,40.000đ - 150.000đ,7.0,115,7.3,7.1,7.0,6.9,6.8,Cơm hộp
Cơm - Mì Gà Da Giòn,"310 Bà Hạt, P. 9",Quận 10,TP. HCM,Đang mở cửa,09:00 - 17:00,35.000đ - 35.000đ,8.0,19,8.4,8.2,8.2,8.2,7.2,Cơm hộp
Mộc Vị Quán - Mì Quảng & Cơm Dĩa Nóng - Sư Vạn Hạnh,"732 Sư Vạn Hạnh, P. 12",Quận 10,TP. HCM,Đang mở cửa,08:30 - 21:30,29.000đ - 45.000đ,7.0,324,7.3,7.0,7.0,7.0,6.9,Cơm hộp
Gà Rán KFC - Ngô Gia Tự,"1 - 3 Ngô Gia Tự, P. 2",Quận 10,TP. HCM,Đang mở cửa,09:00 - 22:00,30.000đ - 88.000đ,6.7,97,7.2,6.8,6.7,6.6,6.4,Cơm hộp
Cơm Văn Phòng Tên Lửa,"283/22 Cách Mạng Tháng 8, P. 12",Quận 10,TP. HCM,Đang mở cửa,10:00 - 21:00,25.000đ - 50.000đ,4.8,6,5.3,5.2,4.8,4.3,4.2,Cơm hộp
Xôi Lá Chuối - Đường 3/2,"83A - 85 Đường 3/2, P. 11",Quận 10,TP. HCM,Đang mở cửa,07:00 - 22:00,10.000đ - 17.000đ,6.3,70,6.6,6.6,6.3,6.0,5.9,Cơm hộp
Cơm Tấm Phúc Lộc Thọ - Nhật Tảo,"132 Nhật Tảo, P. 8",Quận 10,TP. HCM,Đang mở cửa,06:00 - 22:00,20.000đ - 50.000đ,8.1,13,8.8,8.2,7.9,7.9,7.5,Cơm hộp
Busan Korean Food - Nguyễn Tri Phương,"272A Nguyễn Tri Phương, P. 4",Quận 10,TP. HCM,Đang mở cửa,09:30 - 21:30,40.000đ - 150.000đ,6.7,7,7.3,7.1,7.0,6.7,5.4,Cơm hộp
Ăn Vặt Như Quỳnh,"154/17 Hồ Bá Kiện, P. 15",Quận 10,TP. HCM,Đang mở cửa,10:00 - 21:00,8.000đ - 100.000đ,4.5,130,5.4,5.3,4.4,3.9,3.6,Cơm hộp
Một Buổi Sáng - Bún Thang & Xôi - 339 Nguyễn Tri Phương,"339 Nguyễn Tri Phương, P. 5",Quận 10,TP. HCM,Đang mở cửa,07:00 - 22:00,10.000đ - 70.000đ,6.3,7,7.0,6.4,6.3,6.0,6.0,Cơm hộp
MeLyFood - Cơm Niêu & Cua Singapore - Nguyễn Tri Phương,"186 Nguyễn Tri Phương, P. 4",Quận 10,TP. HCM,Đang mở cửa,10:00 - 22:00,25.000đ - 220.000đ,8.6,27,8.9,8.7,8.7,8.4,8.2,Cơm hộp
Thai ToGo - Món Thái - Sư Vạn Hạnh,"824/25A Sư Vạn Hạnh, P. 13",Quận 10,TP. HCM,Đang mở cửa,09:00 - 22:00,30.000đ - 75.000đ,6.3,54,6.4,6.4,6.3,6.3,6.3,Cơm hộp
Cơm Hạnh Thu,"10A Trường Sơn, P. 15",Quận 10,TP. HCM,Đang mở cửa,09:00 - 12:00,25.000đ - 80.000đ,6.5,36,6.9,6.9,6.5,6.4,6.0,Cơm hộp
Otoké Chicken - Gà Rán Hàn Quốc - Đào Duy Từ,31 Đào Duy Từ,Quận 10,TP. HCM,Đang mở cửa,08:30 - 21:30,15.000đ - 200.000đ,8.0,159,8.2,8.1,8.1,7.8,7.6,Cơm hộp
Cơm Tấm Cô Hoa - Ngô Quyền,41 Ngô Quyền,Quận 10,TP. HCM,Đang mở cửa,07:00 - 21:00,20.000đ - 50.000đ,5.6,13,6.6,6.3,5.2,5.2,5.0,Cơm hộp
Gà Nướng Cái Bang - Bà Hạt,"440 Bà Hạt, P. 8",Quận 10,TP. HCM,Đang mở cửa,10:00 - 22:30,89.000đ - 159.000đ,9.7,3,10.0,10.0,10.0,10.0,8.3,Cơm hộp
Bánh Mì Má Hải - Chung Cư Phú Thọ Thuận Việt,"C0.10 Chung Cư Phú Thọ Thuận Việt, 319 Lý Thường Kiệt, P. 15",Quận 10,TP. HCM,Đang mở cửa,06:30 - 19:45,15.000đ - 20.000đ,6.8,1,8.0,7.0,7.0,6.0,6.0,Cơm hộp
Cơm Tấm Vuông,"73 Đường 3 Tháng 2, P. 11",Quận 10,TP. HCM,,00:01 - 02:00 | 17:00 - 23:59,25.000đ - 45.000đ,6.8,4,7.5,7.0,6.8,6.8,6.0,Cơm hộp
Marukame Udon - Udon & Tempura - Vạn Hạnh Mall,"Tầng 6, 6-08&7A Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12",Quận 10,TP. HCM,Đang mở cửa,10:00 - 21:30,39.000đ - 119.000đ,7.9,5,8.8,8.4,7.6,7.4,7.4,Cơm hộp
Bún Cá 39K - Lẩu Cá Bà Xã Quán,"322/1 Điện Biên Phủ, P. 11",Quận 10,TP. HCM,Đang mở cửa,07:00 - 14:00 | 16:00 - 22:00,20.000đ - 50.000đ,9.8,1,10.0,10.0,10.0,10.0,9.0,Cơm hộp
Hẹ Quán - Bánh Canh Hẹ & Bánh Bèo Nóng Phú Yên,"111 Cao Thắng, P. 11",Quận 10,TP. HCM,Đang mở cửa,07:00 - 21:30,30.000đ - 50.000đ,8.5,75,9.2,8.7,8.4,8.3,7.8,Cơm hộp
Cà Ri Ấn Độ - Nhật Tảo,244 Nhật Tảo,Quận 10,TP. HCM,Đang mở cửa,09:00 - 21:00,15.000đ - 80.000đ,7.8,23,8.4,8.0,8.0,7.6,7.1,Cơm hộp
Cơm Gà Vịt Yingfood,"163/3 Nguyễn Kim, P. 7",Quận 10,TP. HCM,Đang mở cửa,08:30 - 23:00,30.000đ - 100.000đ,8.8,2,9.0,9.0,9.0,8.5,8.5,Cơm hộp
Osaka Kitchen - Sushi & Sashimi Nhật Bản,"181/1 Đường 3/2, P. 11",Quận 10,TP. HCM,Đang mở cửa,10:00 - 22:00,99.000đ - 729.000đ,7.8,12,8.4,8.3,8.0,7.3,7.2,Cơm hộp
Gà Nướng Chicken Kitchen,"38 Đồng Nai, P. 15",Quận 10,TP. HCM,Đang mở cửa,08:00 - 22:00,30.000đ - 300.000đ,7.1,184,7.5,7.4,7.0,6.9,6.9,Cơm hộp
Mr. Hero - Corndog & Cheese Ball,"600 Sư Vạn Hạnh, P. 10",Quận 10,TP. HCM,Đang mở cửa,09:00 - 22:00,18.000đ - 45.000đ,7.9,24,8.4,8.0,8.0,7.6,7.4,Cơm hộp
Cơm Tấm Phúc Lộc Thọ - Cao Thắng,"166 Cao Thắng, P. 11",Quận 10,TP. HCM,Đang mở cửa,06:00 - 22:00,32.000đ - 139.000đ,7.2,8,7.4,7.3,7.3,7.1,7.0,Cơm hộp
Gà Ta Sơn Ca - Hồ Bá Kiện,"83 Hồ Bá Kiện, P. 15",Quận 10,TP. HCM,Đang mở cửa,07:00 - 22:00,15.000đ - 110.000đ,6.3,19,6.8,6.4,6.2,6.1,6.1,Cơm hộp
Korea House - Món Ăn Hàn Quốc,"237 Tô Hiến Thành, P. 13",Quận 10,TP. HCM,Đang mở cửa,10:00 - 22:00,35.000đ - 309.000đ,6.9,9,7.3,7.1,7.0,6.9,6.3,Cơm hộp
Cơm Gà Xối Mỡ Hải Nam - Nguyễn Kim,"65A Nguyễn Kim, P. 7",Quận 10,TP. HCM,Đang mở cửa,10:00 - 21:00,10.000đ - 50.000đ,8.0,3,8.3,8.3,8.3,8.0,7.0,Cơm hộp
GÀ TA SƠN CA - Gà Cúng & Gỏi Gà - Bắc Hải,72 Bắc Hải,Quận 10,TP. HCM,Đang mở cửa,09:00 - 23:00,20.000đ - 220.000đ,9.9,2,10.0,10.0,10.0,10.0,9.5,Cơm hộp
Hapi Chuối - Chuối Nếp Nướng - Cách Mạng Tháng 8,"377 Cách Mạng Tháng 8, P. 12",Quận 10,TP. HCM,Đang mở cửa,06:00 - 20:00,15.000đ - 15.000đ,8.3,15,8.5,8.4,8.3,8.3,7.8,Cơm hộp
Cơm Niêu Thiên Lý - Cửu Long,"87A Cửu Long, P. 15",Quận 10,TP. HCM,Đang mở cửa,10:00 - 14:30 | 16:00 - 21:30,25.000đ - 100.000đ,6.9,271,7.2,7.2,6.9,6.8,6.5,Cơm hộp
Thế Giới Gà Nướng,"36B Đồng Nai, P. 15",Quận 10,TP. HCM,Đang mở cửa,08:00 - 22:00,20.000đ - 100.000đ,6.8,93,7.1,7.1,7.0,6.6,6.3,Cơm hộp
Hào Phong - Cơm Gà & Hủ Tiếu Mì,"200 Nguyễn Tiểu La, P. 8",Quận 10,TP. HCM,Đang mở cửa,09:00 - 23:00,25.000đ - 45.000đ,7.2,13,7.5,7.4,7.2,7.1,6.5,Cơm hộp
Lotteria - Ngô Gia Tự,"2 Ngô Gia Tự, P. 9",Quận 10,TP. HCM,Đang mở cửa,08:00 - 22:00,3.000đ - 50.000đ,6.1,48,6.9,6.3,6.2,5.7,5.4,Cơm hộp
Mười Thương - Cơm Gà & Món Quê Phú Yên,"415 Sư Vạn Hạnh, P. 12",Quận 10,TP. HCM,Đang mở cửa,07:00 - 21:30,50.000đ - 250.000đ,8.8,35,9.1,8.8,8.7,8.6,8.5,Cơm hộp
Pizza Hut - Nguyễn Tri Phương,397 Nguyễn Tri Phương,Quận 10,TP. HCM,Đang mở cửa,10:00 - 21:30,100.000đ - 220.000đ,6.6,56,7.0,6.9,6.4,6.4,6.4,Cơm hộp
MeLyfood - Cơm Niêu & Cua Singapore,"694 Sư Vạn Hạnh, P. 12",Quận 10,TP. HCM,Đang mở cửa,10:00 - 22:00,60.000đ - 100.000đ,5.6,24,6.3,6.0,5.3,5.3,5.0,Cơm hộp
Cơm Tấm Cô Hoa - Nguyễn Tri Phương,412 Nguyễn Tri Phương,Quận 10,TP. HCM,Đang mở cửa,07:00 - 21:00,18.000đ - 30.000đ,6.0,21,6.8,6.5,6.0,5.6,5.3,Cơm hộp
Beefsteak Củ Hành Tây - Sư Vạn Hạnh,"391/6 Sư Vạn Hạnh, P. 12",Quận 10,TP. HCM,Đang mở cửa,08:00 - 13:00 | 15:00 - 21:00,38.000đ - 75.000đ,7.0,244,7.4,7.0,6.9,6.9,6.7,Cơm hộp
Cơm Gà Đệ Nhất - Nhật Tảo,"130 Nhật Tảo, P. 8",Quận 10,TP. HCM,Đang mở cửa,06:00 - 22:00,30.000đ - 45.000đ,7.8,6,8.5,8.2,7.8,7.3,7.3,Cơm hộp
"Tỏn Tẽn - Xôi, Bánh Mì, Trà Sữa & Milo Dầm","119 Vĩnh Viễn, P. 4",Quận 10,TP. HCM,Đang mở cửa,07:00 - 22:00,19.000đ - 40.000đ,7.7,14,8.1,7.9,7.7,7.6,7.1,Cơm hộp
Cơm Tấm Phúc Lộc Thọ - Lý Thường Kiệt,"144 Lý Thường Kiệt, P. 14",Quận 10,TP. HCM,Đang mở cửa,06:00 - 22:00,20.000đ - 50.000đ,6.7,16,7.1,6.8,6.8,6.5,6.4,Cơm hộp
Xuân Thy 163 - Trái Cây Dầm & Trái Cây Tô,"163 Thành Thái, P. 14",Quận 10,TP. HCM,,11:00 - 23:00,20.000đ - 44.000đ,6.0,35,6.5,5.9,5.9,5.9,5.8,Cơm hộp
Vân Ngọc - Cơm Gà Xối Mỡ - Thành Thái,"7A/5 Thành Thái, P. 14 ",Quận 10,TP. HCM,Đang mở cửa,09:00 - 21:00,35.000đ - 55.000đ,8.0,1,8.0,8.0,8.0,8.0,8.0,Cơm hộp
Thái Tomyum - Thai Food & Hot Pot,"824/25A Sư Vạn Hạnh, P. 13",Quận 10,TP. HCM,Đang mở cửa,09:00 - 22:00,39.000đ - 249.000đ,7.5,54,7.7,7.6,7.5,7.4,7.2,Cơm hộp
